Nome Cliente;Marca;Modelo;Método Pagamento;Bairro;Entrada;Saída
Raquel Dias;Fiat;Argo;App;Vila Isabel;2023-03-19 10:22:22;2023-03-19 11:22:22
Joaquim Monteiro;Chevrolet;Onix;App;Tijuca;2024-05-30 07:49:38;2024-05-30 14:49:38
Renato Vieira;Chevrolet;Onix;Cartão;Vila Isabel;2023-05-18 10:02:27;2023-05-18 15:02:27
Fabiana Melo;Toyota;Yaris;Dinheiro;Lapa;2023-06-07 20:43:52;2023-06-08 01:43:52
Felipe Martins;Nissan;March;Cartão;Gávea;2023-12-08 19:41:43;2023-12-09 13:41:43
Fabiana Batista;Renault;Duster;Cartão;Santa Teresa;2024-07-23 18:17:52;2024-07-24 07:17:52
Renata Ferraz;Nissan;March;Cartão;Bangu;2024-10-14 21:42:44;2024-10-14 23:42:44
Márcia Neves;Hyundai;Creta;App;Méier;2024-09-23 17:43:55;2024-09-23 20:43:55
Rebeca Fonseca;Hyundai;HB20;Cartão;Santa Cruz;2023-03-05 18:55:40;2023-03-05 19:55:40
Karina Freitas;Fiat;Uno;Cartão;Laranjeiras;2024-03-16 12:36:09;2024-03-16 15:36:09
Julia Santos;Toyota;Yaris;Dinheiro;Gávea;2024-08-06 02:27:46;2024-08-06 22:27:46
Gabriela Castro;Fiat;Argo;Dinheiro;Ipanema;2024-05-23 13:55:49;2024-05-24 01:55:49
Evelyn Gonçalves;Toyota;Yaris;Dinheiro;Botafogo;2023-05-17 20:41:32;2023-05-18 05:41:32
Renato Gonçalves;Chevrolet;Cruze;Dinheiro;Sulacap;2023-09-21 16:44:04;2023-09-22 02:44:04
Ricardo Duarte;Ford;Fiesta;Cartão;Jardim Botânico;2024-03-10 19:30:54;2024-03-11 11:30:54
Eliana Pinto;Jeep;Compass;Dinheiro;Barra da Tijuca;2024-04-24 05:18:23;2024-04-24 06:18:23
Mauro Oliveira;Volkswagen;Gol;Cartão;Lapa;2024-10-09 12:35:52;2024-10-09 19:35:52
Elisa Marques;Hyundai;Creta;Cartão;Ipanema;2024-10-26 00:16:28;2024-10-26 02:16:28
Ricardo Lopes;Fiat;Uno;Dinheiro;Recreio dos Bandeirantes;2024-04-14 13:44:51;2024-04-14 20:44:51
Cássio Carvalho;Jeep;Renegade;Dinheiro;Leblon;2023-06-29 09:42:38;2023-06-29 10:42:38
Cássio Lopes;Toyota;Yaris;App;Méier;2024-03-09 03:09:35;2024-03-09 07:09:35
Igor Campos;Fiat;Argo;Cartão;Tijuca;2023-06-07 17:34:32;2023-06-08 02:34:32
Paula Oliveira;Renault;Sandero;Dinheiro;Tijuca;2024-08-24 17:12:22;2024-08-25 07:12:22
Ana Moraes;Hyundai;HB20;Cartão;Vila Isabel;2023-03-17 02:24:09;2023-03-17 10:24:09
Arthur Rodrigues;Volkswagen;Gol;Cartão;Santa Teresa;2023-02-24 07:02:32;2023-02-24 09:02:32
Mateus Dias;Jeep;Renegade;App;Bangu;2023-09-23 09:03:52;2023-09-23 12:03:52
Alexandre Rodrigues;Ford;Ka;Cartão;Méier;2024-10-11 23:54:18;2024-10-12 02:54:18
Thais Campos;Fiat;Uno;Dinheiro;Tijuca;2024-06-29 07:51:15;2024-06-29 09:51:15
Nina Santana;Jeep;Compass;App;Barra da Tijuca;2024-06-16 12:48:14;2024-06-17 03:48:14
Juliana Neves;Fiat;Uno;Cartão;Santa Teresa;2024-06-28 11:38:29;2024-06-28 16:38:29
Antônio Reis;Toyota;Corolla;App;Urca;2024-11-13 20:52:57;2024-11-14 06:52:57
Marcela Gonçalves;Chevrolet;Cruze;Cartão;Glória;2024-02-10 15:10:47;2024-02-11 00:10:47
Marcos Dias;Nissan;March;Dinheiro;Ipanema;2024-03-25 09:14:37;2024-03-25 11:14:37
Ana Gomes;Jeep;Compass;Cartão;Gávea;2024-11-29 23:59:12;2024-11-30 07:59:12
Paula Carvalho;Chevrolet;Onix;Dinheiro;Catete;2023-05-06 14:32:16;2023-05-06 22:32:16
Daniel Almeida;Nissan;March;App;Recreio dos Bandeirantes;2024-08-19 05:10:02;2024-08-19 13:10:02
Davi Miranda;Fiat;Argo;Cartão;Santa Teresa;2024-01-13 05:19:15;2024-01-13 08:19:15
Marcelo Duarte;Jeep;Compass;Cartão;Glória;2023-12-28 03:08:41;2023-12-28 04:08:41
Raquel Rodrigues;Renault;Duster;App;Botafogo;2024-09-16 09:58:39;2024-09-16 20:58:39
Lorena Reis;Toyota;Corolla;Cartão;Santa Cruz;2023-08-06 01:04:38;2023-08-06 10:04:38
Fabrício Miranda;Chevrolet;Onix;App;Botafogo;2024-09-18 19:11:40;2024-09-18 22:11:40
Karina Ferraz;Hyundai;Creta;Cartão;Jardim Botânico;2023-07-04 20:34:54;2023-07-05 04:34:54
Eduardo Oliveira;Fiat;Argo;Dinheiro;Jardim Botânico;2024-10-24 13:59:41;2024-10-25 07:59:41
Renato Carvalho;Nissan;March;Cartão;Leblon;2023-03-12 13:18:07;2023-03-12 16:18:07
Túlio Moreira;Hyundai;Creta;App;Copacabana;2024-01-07 15:43:07;2024-01-08 02:43:07
Thais Moura;Toyota;Yaris;Cartão;Madureira;2023-04-22 20:51:58;2023-04-23 04:51:58
Emily Campos;Jeep;Renegade;Dinheiro;Laranjeiras;2024-07-25 13:40:52;2024-07-25 15:40:52
Diego Ferraz;Fiat;Argo;Dinheiro;Tijuca;2024-06-05 00:34:13;2024-06-05 02:34:13
Evelyn Oliveira;Volkswagen;Gol;Cartão;Campo Grande;2024-08-25 08:08:45;2024-08-25 11:08:45
Isabela Almeida;Hyundai;Creta;Cartão;Gávea;2023-04-16 06:06:06;2023-04-16 15:06:06
Estela Martins;Ford;Ka;Cartão;Campo Grande;2024-05-28 05:43:32;2024-05-28 08:43:32
Leonardo Lopes;Fiat;Uno;Dinheiro;Recreio dos Bandeirantes;2024-03-11 11:37:18;2024-03-11 23:37:18
João Castro;Fiat;Uno;App;Botafogo;2024-05-05 23:20:18;2024-05-06 10:20:18
Stefany Lima;Fiat;Uno;Dinheiro;Sulacap;2024-08-15 17:32:22;2024-08-16 00:32:22
Nadia Ribeiro;Toyota;Yaris;App;Centro;2024-01-24 07:02:33;2024-01-24 18:02:33
Rafaela Dias;Toyota;Corolla;Cartão;Glória;2024-07-25 05:49:06;2024-07-25 16:49:06
Gabriel Nogueira;Chevrolet;Onix;Dinheiro;Santa Teresa;2024-05-29 01:20:54;2024-05-29 13:20:54
Roberto Melo;Volkswagen;Polo;Dinheiro;Ipanema;2024-01-01 08:32:15;2024-01-02 02:32:15
Estela Alves;Honda;Fit;App;Tijuca;2024-11-12 16:39:04;2024-11-13 00:39:04
Luísa Lopes;Nissan;Kicks;Cartão;Laranjeiras;2024-07-21 22:31:21;2024-07-22 02:31:21
Davi Araujo;Renault;Duster;Dinheiro;Catete;2023-12-28 18:15:01;2023-12-28 19:15:01
Andressa Santana;Volkswagen;Gol;App;Barra da Tijuca;2023-02-03 22:30:51;2023-02-04 20:30:51
Raquel Mendes;Nissan;Kicks;App;Santa Cruz;2024-02-21 22:04:38;2024-02-22 02:04:38
Rebeca Moreira;Honda;Civic;Dinheiro;Sulacap;2024-02-02 22:51:57;2024-02-03 07:51:57
Letícia Castro;Fiat;Uno;Cartão;Santa Teresa;2023-12-06 13:47:39;2023-12-06 16:47:39
Clarice Rocha;Toyota;Corolla;Cartão;Catete;2023-02-02 05:39:17;2023-02-02 06:39:17
Gisele Martins;Nissan;Kicks;Dinheiro;Madureira;2023-04-02 12:41:14;2023-04-02 15:41:14
Pietro Oliveira;Nissan;March;Dinheiro;Jardim Botânico;2024-03-19 15:33:18;2024-03-20 04:33:18
Guilherme Araujo;Honda;Civic;App;Urca;2023-05-14 15:05:46;2023-05-15 01:05:46
Alberto Souza;Ford;Ka;Dinheiro;Taquara;2023-09-08 21:45:28;2023-09-08 22:45:28
Clarice Alves;Nissan;March;App;Laranjeiras;2024-01-02 11:11:50;2024-01-03 01:11:50
Elisa Silva;Honda;Fit;App;Méier;2023-07-12 03:05:56;2023-07-12 08:05:56
Andressa Souza;Nissan;March;Cartão;Lapa;2024-03-03 20:17:37;2024-03-04 16:17:37
Raquel Cardoso;Volkswagen;Polo;App;Santa Cruz;2024-12-22 13:37:26;2024-12-22 20:37:26
Célia Alves;Chevrolet;Onix;App;Copacabana;2023-08-27 08:58:45;2023-08-28 00:58:45
Tatiana Neves;Toyota;Corolla;Cartão;Gávea;2023-06-06 05:57:08;2023-06-06 07:57:08
Diego Campos;Renault;Sandero;App;Santa Teresa;2023-02-21 11:25:47;2023-02-21 15:25:47
Márcia Dias;Hyundai;Creta;Cartão;Vila Isabel;2024-07-13 12:24:12;2024-07-14 00:24:12
Davi Machado;Nissan;March;App;Campo Grande;2023-07-20 01:47:14;2023-07-20 03:47:14
Pietro Oliveira;Ford;Ka;Dinheiro;Urca;2024-09-07 22:31:48;2024-09-08 10:31:48
Renan Gomes;Nissan;Kicks;Cartão;Ipanema;2023-06-24 23:02:58;2023-06-25 04:02:58
Barbara Teixeira;Toyota;Corolla;Cartão;Taquara;2023-01-17 06:53:51;2023-01-17 09:53:51
Daniela Moura;Ford;Fiesta;Dinheiro;Campo Grande;2023-09-17 22:37:06;2023-09-17 23:37:06
Andressa Teixeira;Jeep;Renegade;Dinheiro;Recreio dos Bandeirantes;2023-05-07 06:18:16;2023-05-07 08:18:16
José Silva;Renault;Duster;Cartão;Barra da Tijuca;2023-11-16 01:21:14;2023-11-16 11:21:14
Samuel Castro;Nissan;March;Dinheiro;Centro;2024-09-13 22:31:01;2024-09-14 08:31:01
Beatriz Campos;Ford;Fiesta;Cartão;Glória;2023-10-15 14:18:36;2023-10-16 10:18:36
Marcos Duarte;Ford;Fiesta;Cartão;Centro;2023-12-26 06:56:25;2023-12-26 08:56:25
Emily Barros;Fiat;Argo;App;Campo Grande;2024-10-19 00:55:26;2024-10-19 03:55:26
Nina Rodrigues;Hyundai;HB20;Dinheiro;Gávea;2023-07-24 15:14:43;2023-07-24 17:14:43
Emerson Rocha;Hyundai;Creta;App;Centro;2024-01-25 06:05:17;2024-01-25 07:05:17
Juliana Oliveira;Fiat;Uno;App;Laranjeiras;2024-11-18 06:53:16;2024-11-18 17:53:16
Rafael Moraes;Chevrolet;Onix;Dinheiro;Taquara;2023-01-17 08:46:30;2023-01-17 19:46:30
Flávia Moreira;Nissan;Kicks;Cartão;Madureira;2023-08-19 10:55:45;2023-08-19 15:55:45
Julio Freitas;Nissan;Kicks;Cartão;Glória;2024-05-23 09:18:53;2024-05-23 15:18:53
Miguel Pereira;Ford;Fiesta;Dinheiro;Taquara;2024-04-13 15:54:20;2024-04-14 00:54:20
Samuel Costa;Honda;Fit;Dinheiro;Laranjeiras;2023-08-13 13:31:21;2023-08-13 15:31:21
Rafaela Moreira;Honda;Civic;Dinheiro;Laranjeiras;2023-08-28 07:11:42;2023-08-29 00:11:42
Alberto Costa;Fiat;Uno;App;Santa Cruz;2024-05-05 14:01:55;2024-05-05 17:01:55
Flávia Gomes;Fiat;Uno;Cartão;Santa Teresa;2023-09-14 13:09:59;2023-09-14 21:09:59
Antônio Reis;Honda;Fit;App;Catete;2024-06-06 04:22:04;2024-06-06 07:22:04
Luísa Vieira;Hyundai;Creta;App;Vila Isabel;2023-05-24 10:43:33;2023-05-25 09:43:33
Claudio Garcia;Fiat;Argo;Dinheiro;Madureira;2023-06-04 05:26:53;2023-06-04 06:26:53
Tania Gomes;Fiat;Uno;Cartão;Vila Isabel;2024-04-06 17:47:37;2024-04-07 04:47:37
Michelle Monteiro;Ford;Fiesta;Dinheiro;Gávea;2024-06-18 13:34:03;2024-06-19 01:34:03
Amanda Gonçalves;Hyundai;Creta;App;Centro;2023-12-17 03:00:05;2023-12-17 05:00:05
Natália Nogueira;Toyota;Corolla;Cartão;Tijuca;2024-08-29 07:53:11;2024-08-29 10:53:11
Gabriel Alves;Nissan;March;Dinheiro;Urca;2023-03-22 01:27:35;2023-03-22 04:27:35
Eliana Gomes;Ford;Fiesta;Cartão;Gávea;2023-05-09 00:19:12;2023-05-09 10:19:12
Renato Araujo;Honda;Civic;Cartão;Madureira;2023-07-01 00:53:08;2023-07-01 03:53:08
Thiago Gonçalves;Ford;Fiesta;Cartão;Santa Cruz;2024-05-19 11:20:46;2024-05-19 12:20:46
Mário Fernandes;Honda;Civic;App;Méier;2024-06-19 19:04:23;2024-06-20 05:04:23
Alessandra Ferreira;Renault;Sandero;Cartão;Madureira;2024-09-16 01:21:52;2024-09-16 04:21:52
Vitor Carvalho;Ford;Ka;Dinheiro;Botafogo;2024-11-01 08:32:52;2024-11-02 05:32:52
Carlos Teixeira;Volkswagen;Gol;Dinheiro;Copacabana;2023-04-19 16:55:24;2023-04-20 13:55:24
Mauro Vieira;Honda;Fit;Cartão;Centro;2024-05-19 04:51:23;2024-05-19 06:51:23
Pietro Gonçalves;Honda;Fit;App;Leblon;2023-02-19 22:37:05;2023-02-20 08:37:05
Leonardo Santos;Renault;Duster;Dinheiro;Copacabana;2023-11-28 17:37:57;2023-11-29 02:37:57
Guilherme Almeida;Jeep;Renegade;Cartão;Leblon;2024-07-10 06:49:11;2024-07-10 10:49:11
Fabrício Medeiros;Nissan;Kicks;Cartão;Bangu;2024-03-18 20:19:18;2024-03-19 00:19:18
César Ferraz;Jeep;Compass;Cartão;Santa Teresa;2024-01-27 01:01:19;2024-01-27 09:01:19
Pietro Moura;Ford;Ka;Dinheiro;Ipanema;2023-08-13 22:33:45;2023-08-13 23:33:45
Evelyn Miranda;Nissan;Kicks;Cartão;Gávea;2023-07-12 14:21:59;2023-07-13 00:21:59
Davi Machado;Chevrolet;Cruze;App;Laranjeiras;2023-03-16 21:49:33;2023-03-17 00:49:33
Fabrício Silva;Renault;Sandero;App;Santa Cruz;2023-12-20 12:41:17;2023-12-20 15:41:17
Caio Pinto;Fiat;Uno;App;Bangu;2024-12-22 20:15:18;2024-12-22 21:15:18
Gustavo Pinto;Hyundai;HB20;Cartão;Centro;2024-02-07 23:20:42;2024-02-08 06:20:42
Rafael Costa;Chevrolet;Cruze;App;Campo Grande;2024-12-26 18:10:19;2024-12-26 19:10:19
Rebeca Nogueira;Hyundai;HB20;Dinheiro;Catete;2024-09-07 01:43:54;2024-09-07 11:43:54
Thiago Martins;Volkswagen;Gol;App;Catete;2023-04-05 21:58:48;2023-04-06 18:58:48
Karen Silva;Nissan;Kicks;App;Centro;2024-06-27 10:51:34;2024-06-27 13:51:34
Miguel Mendes;Jeep;Renegade;Cartão;Recreio dos Bandeirantes;2023-08-22 03:05:53;2023-08-22 04:05:53
Caio Santos;Renault;Sandero;Cartão;Laranjeiras;2023-01-25 09:34:23;2023-01-25 10:34:23
Renan Ferraz;Jeep;Compass;App;Ipanema;2024-09-25 01:40:40;2024-09-25 10:40:40
Natália Ferreira;Honda;Civic;Dinheiro;Catete;2023-10-05 23:24:16;2023-10-06 18:24:16
Elias Pinto;Hyundai;HB20;Dinheiro;Tijuca;2023-12-11 21:30:18;2023-12-12 12:30:18
Murilo Ferraz;Jeep;Compass;App;Urca;2024-08-28 04:37:07;2024-08-28 15:37:07
Vicente Batista;Nissan;March;Dinheiro;Catete;2023-01-15 07:03:56;2023-01-15 21:03:56
Rose Carvalho;Renault;Sandero;App;Jardim Botânico;2023-02-21 10:13:32;2023-02-21 22:13:32
Joaquim Moreira;Fiat;Argo;Cartão;Barra da Tijuca;2023-06-20 17:53:27;2023-06-21 16:53:27
Luís Neves;Honda;Fit;Cartão;Jardim Botânico;2024-09-30 09:27:06;2024-10-01 04:27:06
Estela Vieira;Volkswagen;Gol;Dinheiro;Lapa;2024-02-28 17:21:14;2024-02-29 03:21:14
César Gonçalves;Honda;Fit;App;Botafogo;2023-11-29 22:53:32;2023-11-30 07:53:32
Rafael Moura;Nissan;Kicks;Dinheiro;Recreio dos Bandeirantes;2023-04-20 11:07:41;2023-04-20 17:07:41
André Neves;Toyota;Corolla;App;Tijuca;2023-05-19 02:06:03;2023-05-20 02:06:03
Andressa Teixeira;Chevrolet;Cruze;Cartão;Glória;2024-03-18 08:12:46;2024-03-18 17:12:46
Marcos Duarte;Hyundai;Creta;Dinheiro;Catete;2024-03-16 18:51:22;2024-03-17 13:51:22
Leonardo Neves;Honda;Civic;Dinheiro;Lapa;2024-01-23 19:53:02;2024-01-24 19:53:02
Mariana Silva;Jeep;Renegade;Dinheiro;Ipanema;2024-01-12 01:26:53;2024-01-12 12:26:53
Sarah Silva;Toyota;Yaris;Dinheiro;Lapa;2023-03-23 06:33:49;2023-03-23 17:33:49
Murilo Teixeira;Ford;Fiesta;Dinheiro;Méier;2023-09-07 11:29:26;2023-09-07 14:29:26
Julia Batista;Honda;Civic;Dinheiro;Taquara;2023-03-23 01:53:14;2023-03-23 02:53:14
Carolina Medeiros;Nissan;March;Dinheiro;Recreio dos Bandeirantes;2023-10-22 09:08:45;2023-10-22 13:08:45
Marcelo Ribeiro;Nissan;Kicks;App;Catete;2024-03-27 10:30:48;2024-03-28 00:30:48
Leonardo Costa;Ford;Fiesta;Dinheiro;Santa Teresa;2023-10-10 17:27:07;2023-10-10 22:27:07
Murilo Moura;Hyundai;HB20;Dinheiro;Barra da Tijuca;2023-05-12 13:05:39;2023-05-13 13:05:39
Gabriela Santos;Renault;Sandero;App;Santa Teresa;2024-08-13 03:33:53;2024-08-13 05:33:53
Enzo Ferraz;Toyota;Yaris;App;Glória;2024-06-16 22:03:21;2024-06-17 09:03:21
Murilo Medeiros;Toyota;Yaris;Cartão;Taquara;2024-02-23 08:18:59;2024-02-23 11:18:59
Rosana Marques;Toyota;Yaris;Cartão;Copacabana;2024-07-02 10:43:21;2024-07-02 22:43:21
Emerson Castro;Renault;Sandero;Cartão;Catete;2024-11-16 08:24:37;2024-11-16 16:24:37
Rose Ribeiro;Chevrolet;Cruze;Dinheiro;Ipanema;2023-08-31 05:09:16;2023-08-31 16:09:16
Célia Cardoso;Honda;Fit;Dinheiro;Copacabana;2024-04-04 00:33:27;2024-04-04 09:33:27
Marcelo Costa;Fiat;Argo;Dinheiro;Méier;2023-03-15 01:36:02;2023-03-15 10:36:02
Adriana Batista;Fiat;Argo;Dinheiro;Vila Isabel;2024-03-17 10:53:31;2024-03-17 14:53:31
Marcelo Freitas;Jeep;Renegade;Dinheiro;Lapa;2023-05-25 03:21:00;2023-05-25 04:21:00
Juliano Lima;Ford;Ka;Cartão;Recreio dos Bandeirantes;2023-08-16 12:34:27;2023-08-16 18:34:27
Eliana Costa;Jeep;Renegade;Cartão;Lapa;2023-09-27 11:11:57;2023-09-27 21:11:57
Paulo Carvalho;Ford;Fiesta;Cartão;Centro;2023-05-16 23:34:39;2023-05-17 04:34:39
Matheus Ribeiro;Nissan;Kicks;Dinheiro;Tijuca;2024-08-04 18:41:04;2024-08-04 20:41:04
Luís Souza;Hyundai;Creta;App;Urca;2023-04-04 23:01:40;2023-04-05 11:01:40
Isabela Monteiro;Ford;Fiesta;App;Glória;2023-12-08 10:15:00;2023-12-08 19:15:00
Beatriz Lima;Volkswagen;Polo;Cartão;Campo Grande;2024-12-06 13:12:57;2024-12-07 13:12:57
Andressa Cardoso;Volkswagen;Polo;App;Madureira;2023-06-21 07:30:42;2023-06-21 08:30:42
Rodrigo Ferraz;Chevrolet;Onix;App;Centro;2023-10-07 21:23:53;2023-10-07 23:23:53
Fernando Melo;Chevrolet;Onix;Cartão;Leblon;2024-02-09 21:47:56;2024-02-10 06:47:56
Diego Santana;Ford;Ka;Dinheiro;Lapa;2024-09-24 01:27:10;2024-09-25 00:27:10
Vitor Rodrigues;Nissan;Kicks;App;Santa Teresa;2023-02-17 00:42:37;2023-02-17 23:42:37
Nicole Machado;Jeep;Renegade;Dinheiro;Jardim Botânico;2023-04-30 12:07:57;2023-05-01 04:07:57
Alessandra Santos;Jeep;Renegade;App;Gávea;2023-03-21 23:12:58;2023-03-22 18:12:58
Leonardo Moraes;Volkswagen;Gol;App;Urca;2024-07-11 10:37:20;2024-07-11 13:37:20
Karen Santana;Chevrolet;Cruze;Dinheiro;Copacabana;2023-12-27 08:54:31;2023-12-27 16:54:31
Manoel Garcia;Chevrolet;Cruze;Dinheiro;Centro;2023-05-14 09:53:05;2023-05-14 19:53:05
Samuel Pinto;Toyota;Corolla;Dinheiro;Santa Cruz;2023-01-01 19:46:20;2023-01-02 09:46:20
Sarah Lima;Nissan;Kicks;App;Méier;2024-04-12 15:54:00;2024-04-12 21:54:00
Henrique Almeida;Hyundai;Creta;Cartão;Madureira;2024-03-11 08:29:22;2024-03-11 22:29:22
Manoel Fernandes;Nissan;Kicks;Cartão;Méier;2024-05-25 17:38:58;2024-05-25 20:38:58
Igor Teixeira;Jeep;Renegade;Cartão;Sulacap;2023-10-23 10:58:56;2023-10-23 11:58:56
Alexandre Barros;Honda;Fit;Dinheiro;Sulacap;2023-07-09 21:02:01;2023-07-09 22:02:01
Renato Barbosa;Toyota;Corolla;Dinheiro;Vila Isabel;2024-07-19 12:53:16;2024-07-20 07:53:16
Hugo Souza;Nissan;Kicks;Cartão;Botafogo;2024-10-05 20:04:59;2024-10-06 19:04:59
Eliane Freitas;Renault;Duster;Dinheiro;Barra da Tijuca;2023-08-13 14:45:57;2023-08-14 01:45:57
Tania Freitas;Ford;Ka;Dinheiro;Centro;2024-02-18 02:08:30;2024-02-18 13:08:30
Bianca Gomes;Renault;Duster;Cartão;Sulacap;2024-09-09 23:19:14;2024-09-10 09:19:14
Karen Borges;Hyundai;HB20;Dinheiro;Santa Teresa;2023-08-12 15:38:42;2023-08-13 12:38:42
Daniel Teixeira;Renault;Duster;App;Catete;2023-10-28 20:35:24;2023-10-28 23:35:24
Enzo Moraes;Ford;Ka;Cartão;Copacabana;2023-01-04 16:44:04;2023-01-05 12:44:04
Lorena Campos;Honda;Fit;App;Lapa;2024-11-23 00:03:58;2024-11-23 09:03:58
Leonardo Alves;Honda;Fit;Cartão;Barra da Tijuca;2024-06-01 16:47:29;2024-06-02 11:47:29
Manoel Lima;Fiat;Uno;App;Tijuca;2023-07-13 10:36:49;2023-07-13 13:36:49
Claudio Lopes;Renault;Duster;App;Barra da Tijuca;2023-11-14 22:22:23;2023-11-15 00:22:23
Cássio Ferraz;Volkswagen;Gol;Cartão;Santa Teresa;2024-01-23 03:42:55;2024-01-23 15:42:55
Karina Araujo;Volkswagen;Polo;App;Ipanema;2023-11-28 11:13:50;2023-11-28 20:13:50
Vicente Campos;Fiat;Argo;App;Tijuca;2023-02-01 22:34:44;2023-02-02 09:34:44
Nicolas Carvalho;Ford;Fiesta;App;Sulacap;2023-08-22 17:22:38;2023-08-22 18:22:38
Gustavo Fernandes;Nissan;Kicks;Cartão;Urca;2024-02-13 18:14:27;2024-02-13 23:14:27
Stella Santana;Ford;Ka;App;Glória;2023-11-20 08:08:16;2023-11-20 14:08:16
Vicente Araujo;Hyundai;Creta;Dinheiro;Méier;2023-09-02 09:57:28;2023-09-02 12:57:28
Murilo Machado;Nissan;March;Cartão;Santa Teresa;2023-06-08 02:40:28;2023-06-08 21:40:28
Julio Silva;Ford;Ka;Dinheiro;Vila Isabel;2023-04-05 03:07:10;2023-04-05 06:07:10
Mariana Castro;Fiat;Argo;Cartão;Taquara;2023-10-26 03:42:35;2023-10-26 22:42:35
Bianca Dias;Nissan;March;Cartão;Taquara;2024-10-12 17:12:04;2024-10-13 07:12:04
Alberto Dias;Fiat;Uno;Dinheiro;Ipanema;2023-02-06 16:32:53;2023-02-07 00:32:53
Paula Lopes;Chevrolet;Onix;App;Santa Teresa;2024-09-06 06:41:52;2024-09-06 08:41:52
Larissa Gomes;Ford;Fiesta;App;Gávea;2024-08-01 09:44:52;2024-08-01 14:44:52
Paulo Gonçalves;Ford;Ka;Cartão;Glória;2023-12-30 21:08:09;2023-12-30 23:08:09
Letícia Alves;Ford;Fiesta;Dinheiro;Barra da Tijuca;2024-07-16 02:21:45;2024-07-16 07:21:45
Karen Castro;Jeep;Compass;Cartão;Campo Grande;2024-06-17 07:03:53;2024-06-17 09:03:53
Melissa Pinto;Toyota;Corolla;App;Glória;2023-06-21 14:19:49;2023-06-21 16:19:49
Fernanda Barbosa;Ford;Fiesta;Cartão;Méier;2023-07-24 11:27:56;2023-07-24 20:27:56
Karina Araujo;Jeep;Renegade;App;Catete;2023-08-10 01:43:23;2023-08-10 08:43:23
Ricardo Melo;Nissan;Kicks;Dinheiro;Centro;2024-10-30 14:28:41;2024-10-30 17:28:41
Diego Silva;Ford;Ka;Cartão;Jardim Botânico;2023-05-29 07:17:34;2023-05-30 00:17:34
Rebeca Gomes;Fiat;Argo;Cartão;Laranjeiras;2023-08-24 11:53:46;2023-08-24 16:53:46
Camila Cardoso;Volkswagen;Polo;Dinheiro;Tijuca;2024-09-11 19:31:26;2024-09-12 07:31:26
Alexandre Oliveira;Volkswagen;Gol;Dinheiro;Ipanema;2023-01-17 11:58:24;2023-01-18 01:58:24
Pietro Araujo;Chevrolet;Cruze;Dinheiro;Glória;2024-03-10 13:28:11;2024-03-10 21:28:11
Roberto Ribeiro;Volkswagen;Gol;App;Tijuca;2024-05-23 04:26:36;2024-05-23 21:26:36
Gisele Alves;Nissan;March;Cartão;Botafogo;2023-04-11 17:34:49;2023-04-11 18:34:49
Rafaela Ferraz;Fiat;Argo;Cartão;Recreio dos Bandeirantes;2024-05-19 19:09:05;2024-05-20 07:09:05
Sophia Monteiro;Volkswagen;Gol;Cartão;Copacabana;2024-12-12 00:13:18;2024-12-12 06:13:18
Alberto Cardoso;Honda;Fit;App;Ipanema;2023-04-18 22:11:47;2023-04-19 04:11:47
Raquel Lopes;Honda;Fit;App;Centro;2024-11-17 07:51:11;2024-11-17 13:51:11
Isabela Campos;Renault;Duster;Cartão;Lapa;2023-12-19 11:41:46;2023-12-19 21:41:46
Simone Neves;Fiat;Uno;App;Santa Cruz;2024-03-23 12:05:34;2024-03-24 08:05:34
Evelyn Lima;Jeep;Compass;App;Laranjeiras;2024-11-03 21:15:34;2024-11-04 00:15:34
Sophia Mendes;Nissan;Kicks;Cartão;Taquara;2023-03-22 22:51:47;2023-03-23 12:51:47
Elisa Garcia;Honda;Fit;Dinheiro;Copacabana;2023-11-29 21:34:50;2023-11-30 08:34:50
Daniela Miranda;Renault;Sandero;Cartão;Leblon;2023-02-27 22:16:30;2023-02-27 23:16:30
Adriana Barbosa;Ford;Ka;Cartão;Botafogo;2024-06-14 16:15:15;2024-06-15 02:15:15
Beatriz Gomes;Toyota;Corolla;App;Jardim Botânico;2023-01-13 16:24:20;2023-01-14 01:24:20
Camila Machado;Fiat;Uno;App;Catete;2024-08-23 17:38:14;2024-08-24 03:38:14
Rodrigo Miranda;Jeep;Renegade;Dinheiro;Urca;2023-02-10 11:33:11;2023-02-10 13:33:11
Sophia Fonseca;Jeep;Renegade;App;Gávea;2024-12-27 12:39:17;2024-12-27 18:39:17
Bruno Fernandes;Nissan;March;Dinheiro;Urca;2023-06-07 10:02:22;2023-06-07 13:02:22
Caio Neves;Hyundai;HB20;Cartão;Urca;2024-06-18 04:50:55;2024-06-18 10:50:55
Felipe Teixeira;Nissan;Kicks;Cartão;Laranjeiras;2023-02-13 00:20:51;2023-02-13 08:20:51
Estela Carvalho;Fiat;Uno;App;Centro;2024-08-22 00:49:06;2024-08-22 06:49:06
Sophia Castro;Jeep;Renegade;Cartão;Centro;2024-04-26 08:25:14;2024-04-26 11:25:14
Pedro Moura;Honda;Civic;Cartão;Copacabana;2023-03-11 14:26:40;2023-03-12 11:26:40
Mauro Barbosa;Toyota;Yaris;Dinheiro;Ipanema;2023-04-10 23:25:54;2023-04-11 10:25:54
Fernanda Fonseca;Ford;Fiesta;Dinheiro;Gávea;2023-09-25 22:36:47;2023-09-26 11:36:47
